Hugo Symbol,Entrez Gene ID,GRCh37 Isoform,GRCh37 RefSeq,GRCh38 Isoform,GRCh38 RefSeq,Gene Type,# of occurrence within resources (Column J-P),OncoKB Annotated,MSK-IMPACT,MSK-HEME,FOUNDATION ONE,FOUNDATION ONE HEME,Vogelstein,COSMIC CGC (v99),Gene Aliases,gene,chromosome,start,end,strand
ARID4B,51742,ENST00000264183,NM_001206794.1,ENST00000264183,NM_001206794.1,TSG,2,Yes,No,Yes,No,No,No,No,"BCAA, BRCAA1, RBP1L1, SAP180",ARID4B,1,235131634,235328219,-1
ARID5A,10865,ENST00000357485,NM_212481.1,ENST00000357485,NM_212481.1,INSUFFICIENT_EVIDENCE,2,Yes,No,Yes,No,No,No,No,"MRF-1, RP11-363D14",ARID5A,2,96536717,96552638,1
ARNT,405,,,,,,2,No,No,No,No,Yes,No,Yes,"HIF-1beta, bHLHe2",ARNT,1,150808617,150876771,-1
ATP1A1,476,ENST00000295598,NM_000701,ENST00000295598,NM_000701,ONCOGENE_AND_TSG,2,Yes,No,No,No,No,No,Yes,,ATP1A1,1,116372668,116410261,1
ATP6AP1,537,ENST00000369762,NM_001183.5,ENST00000369762,NM_001183.5,INSUFFICIENT_EVIDENCE,2,Yes,No,Yes,No,No,No,No,"16A, ATP6IP1, ATP6S1, Ac45, CF2, ORF, VATPS1, XAP-3, XAP3",ATP6AP1,X,154428618,154436517,1
ATP6V1B2,526,ENST00000276390,NM_001693.3,ENST00000276390,NM_001693.3,TSG,2,Yes,No,Yes,No,No,No,No,"ATP6B2, HO57",ATP6V1B2,8,20197381,20230399,1
ATXN2,6311,ENST00000377617,NM_002973.3,ENST00000550104,NM_002973.3,TSG,2,Yes,No,Yes,No,No,No,No,"ATX2, SCA2, TNRC13",ATXN2,12,111443485,111599676,-1
ATXN7,6314,ENST00000295900,NM_000333.3,ENST00000295900,NM_000333.3,ONCOGENE,2,Yes,Yes,No,No,No,No,No,"ADCAII, OPCA3, SCA7, SGF73",ATXN7,3,63863155,64003558,1
BACH2,60468,ENST00000257749,NM_001170794.1,ENST00000257749,NM_001170794.1,TSG,2,Yes,No,Yes,No,No,No,No,BTBD25,BACH2,6,89926528,90296923,-1
BCL11A,53335,,,,,,2,No,No,No,No,Yes,No,Yes,"BCL11A-L, BCL11A-S, BCL11A-XL, CTIP1, EVI9, HBFQTL5, ZNF856",BCL11A,2,60450520,60554467,-1
BRD3,8019,ENST00000303407,NM_007371,ENST00000303407,NM_007371,ONCOGENE,2,Yes,No,No,No,No,No,Yes,"KIAA0043, ORFX, RING3L",BRD3,9,134030305,134068555,-1
BRSK1,84446,ENST00000309383,NM_032430,ENST00000309383,NM_032430,TSG,2,Yes,No,No,No,Yes,No,No,KIAA1811,BRSK1,19,55282072,55312562,1
BUB1B,701,ENST00000287598,NM_001211.5,ENST00000287598,NM_001211.6,ONCOGENE,2,Yes,No,No,No,No,No,Yes,"BUBR1, Bub1A, MAD3L, SSK1",BUB1B,15,40161023,40221136,1
CACNA1D,776,ENST00000350061,NM_001128840,ENST00000350061,NM_001128840,ONCOGENE,2,Yes,No,No,No,No,No,Yes,"CACH3, CACN4, CACNL1A2, CCHL1A2, Cav1.3",CACNA1D,3,53328963,53813733,1
CAD,790,ENST00000264705,NM_001306079,ENST00000264705,NM_001306079,ONCOGENE,2,Yes,No,No,No,Yes,No,No,GATD4,CAD,2,27217369,27243943,1
CANT1,124583,ENST00000302345,NM_001159772,ENST00000302345,NM_001159772,ONCOGENE,2,Yes,No,No,No,No,No,Yes,"SCAN-1, SHAPY",CANT1,17,78991707,79009867,-1
CARS1,833,,,,,,2,No,No,No,No,Yes,No,Yes,CARS,CARS1,11,3000922,3057613,-1
CBLB,868,ENST00000264122,NM_170662.3,ENST00000394030,NM_170662.5,TSG,2,Yes,No,No,No,No,No,Yes,"Cbl-b, RNF56",CBLB,3,105655461,105869552,-1
CCN6,8838,ENST00000368666,NM_198239.1,ENST00000368666,NM_198239.1,ONCOGENE_AND_TSG,2,Yes,No,No,No,Yes,No,No,"WISP-3, WISP3",CCN6,6,112054075,112069686,1
CD28,940,ENST00000324106,NM_006139.3,ENST00000324106,NM_006139.3,ONCOGENE,2,Yes,No,Yes,No,No,No,No,,CD28,2,203706517,203739756,1
CDH11,1009,ENST00000268603,NM_001797,ENST00000268603,NM_001797,ONCOGENE,2,Yes,No,No,No,No,No,Yes,CAD11,CDH11,16,64943753,65126112,-1
CDX2,1045,,,,,,2,No,No,No,No,Yes,No,Yes,CDX3,CDX2,13,27960914,27975983,-1
CEP43,11116,,,,,,2,No,No,No,No,Yes,No,Yes,"FGFR1OP, FOP",CEP43,6,166999174,167052718,1
CHD2,1106,ENST00000394196,NM_001271,ENST00000394196,NM_001271,TSG,2,Yes,No,No,No,Yes,No,No,"DKFZp547I1315, DKFZp686E01200, DKFZp781D1727, FLJ38614",CHD2,15,92886203,93027996,1
CHD4,1108,ENST00000357008,NM_001273,ENST00000544040,NM_001273,ONCOGENE,2,Yes,No,No,No,No,No,Yes,"Mi-2b, Mi2-BETA",CHD4,12,6570081,6614982,-1
CLTC,1213,,,,,,2,No,No,No,No,Yes,No,Yes,"CLTCL2, Hc",CLTC,17,59619680,59696956,1
CMTR2,55783,ENST00000338099,NM_001099642.1,ENST00000338099,NM_001099642.1,TSG,2,Yes,Yes,No,No,No,No,No,"AFT, FLJ11171, FTSJD1, MTr2",CMTR2,16,71281389,71289715,-1
COL2A1,1280,ENST00000380518,NM_001844,ENST00000380518,NM_001844,TSG,2,Yes,No,No,No,No,No,Yes,"AOM, SEDC, STL1",COL2A1,12,47972967,48004689,-1
CRBN,51185,ENST00000231948,NM_016302.3,ENST00000231948,NM_016302.3,TSG,2,Yes,No,Yes,No,No,No,No,"MRT2, MRT2A",CRBN,3,3144628,3179727,-1
CREB1,1385,ENST00000432329,NM_134442.3,ENST00000432329,NM_134442.3,ONCOGENE,2,Yes,No,No,No,No,No,Yes,,CREB1,2,207529737,207605988,1
CREB3L1,90993,,,,,,2,No,No,No,No,Yes,No,Yes,OASIS,CREB3L1,11,46277637,46321422,1
CRTC1,23373,ENST00000321949,NM_015321.2,ENST00000321949,NM_015321.3,ONCOGENE,2,Yes,No,No,No,No,No,Yes,"FLJ14027, KIAA0616, MECT1, TORC1",CRTC1,19,18683640,18782333,1
CTR9,9646,ENST00000361367,NM_014633.4,ENST00000361367,NM_014633.4,TSG,2,Yes,Yes,No,No,No,No,No,"KIAA0155, SH2BP1, p150TSP",CTR9,11,10751018,10801625,1
CUL4A,8451,ENST00000375440,NM_001008895,ENST00000375440,NM_001008895,ONCOGENE,2,Yes,No,No,Yes,No,No,No,,CUL4A,13,113208193,113267108,1
CYP19A1,1588,ENST00000260433,NM_000103.3,ENST00000396402,NM_000103.4,ONCOGENE,2,Yes,Yes,No,No,No,No,No,"ARO, ARO1, CPV1, CYAR, CYP19, P-450AROM, aromatase",CYP19A1,15,51208057,51338601,-1
DDB2,1643,ENST00000256996,NM_000107,ENST00000256996,NM_000107,TSG,2,Yes,No,No,No,No,No,Yes,"DDBB, FLJ34321, UV-DDB2, XPE",DDB2,11,47214457,47239240,1
DDX10,1662,,,,,,2,No,No,No,No,Yes,No,Yes,"Dbp4, HRH-J8",DDX10,11,108665053,108940999,1
DDX5,1655,ENST00000225792,NM_004396,ENST00000225792,NM_004396,ONCOGENE,2,Yes,No,No,No,No,No,Yes,"G17P1, HLR1, p68",DDX5,17,64498254,64508199,-1
DDX6,1656,,,,,,2,No,No,No,No,Yes,No,Yes,"HLR2, Rck/p54",DDX6,11,118747763,118791226,-1
ECT2L,345930,ENST00000367682,NM_001077706.2,ENST00000367682,NM_001077706.2,TSG,2,Yes,No,No,No,Yes,No,No,"ARHGEF32, C6orf91, FBXO49, LFDH",ECT2L,6,138795911,138904070,1
EGR1,1958,ENST00000239938,NM_001964.2,ENST00000239938,NM_001964.2,TSG,2,Yes,No,Yes,No,No,No,No,"AT225, G0S30, KROX-24, NGFI-A, TIS8, ZIF-268",EGR1,5,138465479,138469303,1
EIF3E,3646,ENST00000220849,NM_001568,ENST00000220849,NM_001568,INSUFFICIENT_EVIDENCE,2,Yes,No,No,No,No,No,Yes,"EIF3S6, INT6, eIF3-p48",EIF3E,8,108162787,108443496,-1
ELK4,2005,ENST00000357992,NM_001973,ENST00000357992,NM_001973,ONCOGENE,2,Yes,No,No,No,No,No,Yes,,ELK4,1,205597556,205634520,-1
ELN,2006,ENST00000252034,NM_001278915,ENST00000252034,NM_000501,ONCOGENE,2,Yes,No,No,No,Yes,No,No,"SVAS, WBS, WS",ELN,7,74027789,74069909,1
EP400,57634,ENST00000389561,NM_015409.3,ENST00000389561,NM_015409.3,TSG,2,Yes,No,Yes,No,No,No,No,"CAGH32, DKFZP434I225, KIAA1498, KIAA1818, P400, TNRC12",EP400,12,131949931,132080460,1
EPHB4,2050,ENST00000358173,NM_004444,ENST00000358173,NM_004444,ONCOGENE,2,Yes,No,No,Yes,No,No,No,"HTK, Tyro11",EPHB4,7,100802563,100827555,-1
EPOR,2057,ENST00000222139,NM_000121.3,ENST00000222139,NM_000121.3,ONCOGENE,2,Yes,No,No,No,Yes,No,No,,EPOR,19,11377207,11384343,-1
EPS15,2060,,,,,,2,No,No,No,No,Yes,No,Yes,"AF-1P, MLLT5",EPS15,1,51354263,51519387,-1
ERC1,23085,ENST00000360905,NM_178040,ENST00000360905,NM_178040,ONCOGENE,2,Yes,No,No,No,No,No,Yes,"CAST2, ELKS, KIAA1081, MGC12974, RAB6IP2",ERC1,12,989998,1495933,1
ESCO2,157570,ENST00000305188,NM_001017420.2,ENST00000305188,NM_001017420.2,TSG,2,Yes,No,Yes,No,No,No,No,"EFO2, RBS",ESCO2,8,27771949,27812640,1
ETAA1,54465,ENST00000272342,NM_019002.3,ENST00000272342,NM_019002.3,TSG,2,Yes,Yes,No,No,No,No,No,ETAA16,ETAA1,2,67397322,67412089,1
ETS1,2113,ENST00000319397,NM_005238,ENST00000319397,NM_005238,ONCOGENE_AND_TSG,2,Yes,No,No,No,Yes,No,No,"ETS-1, EWSR2, FLJ10768",ETS1,11,128458761,128587606,-1
EXT1,2131,ENST00000378204,NM_000127,ENST00000378204,NM_000127,TSG,2,Yes,No,No,No,No,No,Yes,"LGCR, LGS, ttv",EXT1,8,117794490,118111826,-1
EZHIP,340602,ENST00000342995,NM_203407.2,ENST00000342995,NM_203407.3,ONCOGENE,2,Yes,Yes,No,No,No,No,No,"CATACOMB, CXorf67",EZHIP,X,51406948,51408843,1
EZR,7430,,,,,,2,No,No,No,Yes,No,No,Yes,VIL2,EZR,6,158765741,158819413,-1
FCGR2B,2213,,,,,,2,No,No,No,No,Yes,No,Yes,"CD32, CD32B, FCG2, FCGR2",FCGR2B,1,161662803,161679490,1
FCRL4,83417,,,,,,2,No,No,No,No,Yes,No,Yes,"CD307d, FCRH4, IGFP2, IRTA1",FCRL4,1,157573747,157598085,-1
FES,2242,ENST00000328850,NM_002005,ENST00000328850,NM_002005,ONCOGENE,2,Yes,No,No,No,No,No,Yes,FPS,FES,15,90883695,90896213,1
FOXF1,2294,ENST00000262426,NM_001451.2,ENST00000262426,NM_001451.2,ONCOGENE_AND_TSG,2,Yes,Yes,No,No,No,No,No,"FKHL5, FREAC1",FOXF1,16,86510527,86515422,1
FOXO4,4303,,,,,,2,No,No,No,No,Yes,No,Yes,"AFX1, MLLT7",FOXO4,X,71095851,71103535,1
FRS2,10818,ENST00000397997,NM_001042555,ENST00000397997,NM_001042555,ONCOGENE,2,Yes,No,No,No,Yes,No,No,"FRS2A, FRS2alpha, SNT-1",FRS2,12,69470349,69579793,1
FSTL3,10272,,,,,,2,No,No,No,No,Yes,No,Yes,"FLRG, FSRP",FSTL3,19,676392,683392,1
FURIN,5045,ENST00000268171,NM_001289823.1,ENST00000268171,NM_001289823.1,ONCOGENE,2,Yes,No,Yes,No,No,No,No,"FUR, PACE, PCSK3",FURIN,15,90868588,90883564,1
GAB1,2549,ENST00000262994,NM_002039.3,ENST00000262994,NM_002039.3,ONCOGENE,2,Yes,Yes,No,No,No,No,No,DFNB26,GAB1,4,143336402,143474565,1
GAB2,9846,ENST00000361507,NM_080491.2,ENST00000361507,NM_080491.2,ONCOGENE,2,Yes,Yes,No,No,No,No,No,KIAA0571,GAB2,11,78215293,78418348,-1
GABRA6,2559,ENST00000274545,NM_000811,ENST00000274545,NM_000811,ONCOGENE,2,Yes,No,No,Yes,No,No,No,,GABRA6,5,161547063,161702593,1
GAS7,8522,,,,,,2,No,No,No,No,Yes,No,Yes,"KIAA0394, MGC1348",GAS7,17,9910606,10198853,-1
GATA4,2626,ENST00000335135,NM_002052,ENST00000335135,NM_002052,TSG,2,Yes,No,No,Yes,No,No,No,,GATA4,8,11676785,11760002,1
GATA6,2627,ENST00000269216,NM_005257,ENST00000269216,NM_005257,ONCOGENE,2,Yes,No,No,Yes,No,No,No,,GATA6,18,22168837,22204154,1
GID4,79018,,,,,,2,No,No,No,Yes,Yes,No,No,"C17orf39, VID24",GID4,17,18039408,18068405,1
GPC3,2719,ENST00000370818,NM_004484,ENST00000370818,NM_004484,ONCOGENE,2,Yes,No,No,No,No,No,Yes,"DGSX, OCI-5, SDYS, SGB, SGBS, SGBS1",GPC3,X,133535745,133987100,-1
GPHN,10243,,,,,,2,No,No,No,No,Yes,No,Yes,KIAA1385,GPHN,14,66507407,67181803,1
GRM3,2913,ENST00000361669,NM_000840,ENST00000361669,NM_000840,INSUFFICIENT_EVIDENCE,2,Yes,No,No,Yes,No,No,No,"GPRC1C, MGLUR3, mGlu3",GRM3,7,86643909,86864884,1
GTF2I,2969,ENST00000324896,NM_032999.3,ENST00000573035,NM_032999.3,ONCOGENE,2,Yes,No,Yes,No,No,No,No,"BAP-135, BTKAP1, DIWS, IB291, TFII-I, WBSCR6",GTF2I,7,74650231,74760706,1
H1-5,3009,ENST00000331442,NM_005322.2,ENST00000331442,NM_005322.2,TSG,2,Yes,No,Yes,No,No,No,No,"H1F5, H1b, H1s-3, HIST1H1B",H1-5,6,27866792,27867588,-1
H2BC8,8339,ENST00000244601,NM_003518,ENST00000541790,NM_003518.3,INSUFFICIENT_EVIDENCE,2,Yes,No,Yes,No,No,No,No,"H2B.1A, H2B/a, H2BFA, HIST1H2BG",H2BC8,6,26216200,26216688,-1
H4C9,8294,,,,,,2,No,No,No,No,Yes,No,Yes,"H4/m, H4FM, HIST1H4I",H4C9,6,27139282,27140640,1
HERPUD1,9709,,,,,,2,No,No,No,No,Yes,No,Yes,"HERP, KIAA0025, Mif1, SUP",HERPUD1,16,56930815,56944864,1
HEY1,23462,,,,,,2,No,No,No,No,Yes,No,Yes,"CHF-2, CHF2, HERP2, HESR-1, HESR1, HRT-1, bHLHb31",HEY1,8,79762371,79767857,-1
HIP1,3092,,,,,,2,No,No,No,No,Yes,No,Yes,,HIP1,7,75533298,75738986,-1
HIRA,7290,ENST00000263208,NM_003325,ENST00000263208,NM_003325,TSG,2,Yes,No,Yes,No,No,No,No,"DGCR1, TUP1, TUPLE1",HIRA,22,19330693,19447450,-1
HLA-C,3107,ENST00000376228,NM_002117.5,ENST00000376228,NM_002117.5,TSG,2,Yes,Yes,No,No,No,No,No,"D6S204, HLA-JY3, PSORS1",HLA-C,6,31268749,31272130,-1
HLF,3131,,,,,,2,No,No,No,No,Yes,No,Yes,MGC33822,HLF,17,55264960,55325187,1
HOXA13,3209,,,,,,2,No,No,No,No,Yes,No,Yes,HOX1J,HOXA13,7,27193503,27200091,-1
HOXA9,3205,,,,,,2,No,No,No,No,Yes,No,Yes,HOX1G,HOXA9,7,27162438,27175180,-1
HOXC11,3227,,,,,,2,No,No,No,No,Yes,No,Yes,HOX3H,HOXC11,12,53973126,53977643,1
HOXC13,3229,,,,,,2,No,No,No,No,Yes,No,Yes,"HOX3, HOX3G",HOXC13,12,53938831,53946544,1
HOXD11,3237,,,,,,2,No,No,No,No,Yes,No,Yes,HOX4F,HOXD11,2,176104216,176109754,1
HOXD13,3239,,,,,,2,No,No,No,No,Yes,No,Yes,"HOX4I, SPD",HOXD13,2,176092721,176095944,1
HSD3B1,3283,ENST00000369413,NM_000862,ENST00000369413,NM_000862,ONCOGENE,2,Yes,No,No,Yes,No,No,No,"HSD3B, HSDB3, SDR11E1",HSD3B1,1,119507198,119515054,1
HSP90AB1,3326,,,,,,2,No,No,No,No,Yes,No,Yes,"HSPC2, HSPCB",HSP90AB1,6,44245808,44253888,1
IL21R,50615,,,,,,2,No,No,No,No,Yes,No,Yes,CD360,IL21R,16,27402174,27452050,1
IL3,3562,ENST00000296870,NM_000588.3,ENST00000296870,NM_000588.3,ONCOGENE,2,Yes,No,No,No,Yes,No,No,"IL-3, MCGF, MGC79398, MGC79399, MULTI-CSF",IL3,5,132060655,132063204,1
IL6ST,3572,ENST00000336909,NM_002184.3,ENST00000336909,NM_002184.3,ONCOGENE,2,Yes,No,No,No,No,No,Yes,"CD130, GP130, IL-6RB, sGP130",IL6ST,5,55935095,55995022,-1
IRF2,3660,ENST00000393593,NM_002199,ENST00000393593,NM_002199,TSG,2,Yes,No,No,Yes,No,No,No,,IRF2,4,184385702,184474558,-1
ITK,3702,,,,,,2,No,No,No,No,Yes,No,Yes,"EMT, LYK, PSCTK2",ITK,5,157142933,157255185,1
JAZF1,221895,ENST00000283928,NM_175061.3,ENST00000283928,NM_175061.4,ONCOGENE,2,Yes,No,No,No,Yes,No,No,"DKFZp761K2222, TIP27, ZNF802",JAZF1,7,27830573,28180992,-1
KBTBD4,55709,ENST00000395288,NM_016506.5,ENST00000395288,NM_016506.5,INSUFFICIENT_EVIDENCE,2,Yes,Yes,No,No,No,No,No,"BKLHD4, FLJ10450, HSPC252",KBTBD4,11,47572197,47578976,-1
KDSR,2531,,,,,,2,No,No,No,No,Yes,No,Yes,"DHSR, FVT1, SDR35C1",KDSR,18,63327566,63367615,-1
KEL,3792,ENST00000355265,NM_000420,ENST00000355265,NM_000420,ONCOGENE,2,Yes,No,No,Yes,No,No,No,"CD238, ECE3",KEL,7,142941114,142962363,-1
KIF5B,3799,,,,,,2,No,No,No,No,Yes,No,Yes,"KNS, KNS1",KIF5B,10,32009014,32056454,-1
KLF5,688,ENST00000377687,NM_001730.4,ENST00000377687,NM_001730.4,ONCOGENE,2,Yes,Yes,No,No,No,No,No,"BTEB2, IKLF",KLF5,13,73054976,73077541,1
KSR2,283455,ENST00000339824,,ENST00000339824,NM_173598.6,ONCOGENE,2,Yes,No,Yes,No,No,No,No,FLJ25965,KSR2,12,117453012,117968990,-1
LASP1,3927,,,,,,2,No,No,No,No,Yes,No,Yes,"Lasp-1, MLN50",LASP1,17,38869185,38921771,1
LMNA,4000,ENST00000368300,NM_170707,ENST00000368300,NM_170707,ONCOGENE,2,Yes,No,No,No,No,No,Yes,"CMD1A, HGPS, LGMD1B, LMN1, LMNL1, PRO1",LMNA,1,156082572,156140081,1
LPP,4026,,,,,,2,No,No,No,No,Yes,No,Yes,,LPP,3,188152994,188890671,1
LTB,4050,ENST00000376117,NM_002341.1,ENST00000376117,NM_002341.1,ONCOGENE_AND_TSG,2,Yes,No,Yes,No,No,No,No,"TNFC, TNFSF3",LTB,6,31580525,31582522,-1
LTK,4058,ENST00000263800,NM_002344,ENST00000263800,NM_002344,ONCOGENE,2,Yes,No,No,Yes,No,No,No,TYK1,LTK,15,41503634,41513887,-1
LYL1,4066,,,,,,2,No,No,No,No,Yes,No,Yes,bHLHa18,LYL1,19,13099033,13103161,-1
MAD2L2,10459,ENST00000235310,NM_001127325.1,ENST00000235310,NM_001127325.1,ONCOGENE_AND_TSG,2,Yes,Yes,No,No,No,No,No,"FANCV, MAD2B, POLZ2, REV7",MAD2L2,1,11657230,11692605,-1
MAML2,84441,ENST00000524717,NM_032427.1,ENST00000524717,NM_032427.4,INSUFFICIENT_EVIDENCE,2,Yes,No,No,No,No,No,Yes,"KIAA1819, MAM3",MAML2,11,95976598,96343195,-1
MAP3K7,6885,ENST00000369329,NM_145331,ENST00000369329,NM_145331,ONCOGENE,2,Yes,No,No,No,Yes,No,No,"MEKK7, TAK1",MAP3K7,6,90513573,90587093,-1
MEF2C,4208,ENST00000437473,NM_001193350,ENST00000437473,NM_001193350,ONCOGENE_AND_TSG,2,Yes,No,No,No,Yes,No,No,,MEF2C,5,88717117,88904257,-1
MERTK,10461,ENST00000295408,NM_006343.2,ENST00000295408,NM_006343.2,ONCOGENE,2,Yes,No,No,Yes,No,No,No,"RP38, Tyro12, c-Eyk, mer",MERTK,2,111898607,112029561,1
MGAM,8972,ENST00000549489,NM_004668.2,ENST00000549489,NM_004668.2,ONCOGENE,2,Yes,No,Yes,No,No,No,No,,MGAM,7,141907813,142106747,1
MKI67,4288,ENST00000368654,NM_002417,ENST00000368654,NM_002417,ONCOGENE,2,Yes,No,No,No,Yes,No,No,"MIB-1, PPP1R105",MKI67,10,128096659,128126448,-1
MLF1,4291,,,,,,2,No,No,No,No,Yes,No,Yes,,MLF1,3,158571163,158607252,1
MLLT6,4302,,,,,,2,No,No,No,No,Yes,No,Yes,"AF17, FLJ23480",MLLT6,17,38705273,38729795,1
MOB3B,79817,ENST00000262244,NM_024761.4,ENST00000262244,NM_024761.4,TSG,2,Yes,No,Yes,No,No,No,No,"C9orf35, FLJ13204, MOB1D, MOBKL2B",MOB3B,9,27325209,27529814,-1
MPEG1,219972,ENST00000361050,NM_001039396.1,ENST00000361050,NM_001039396.1,NEITHER,2,Yes,No,Yes,No,No,No,No,MPG1,MPEG1,11,59208510,59213474,-1
MRTFA,57591,,,,,,2,No,No,No,No,Yes,No,Yes,"BSAC, KIAA1438, MKL, MKL1, MRTF-A",MRTFA,22,40410281,40636719,-1
MSN,4478,,,,,,2,No,No,No,No,Yes,No,Yes,,MSN,X,65588377,65741936,1
MUC1,4582,,,,,,2,No,No,No,No,Yes,No,Yes,"ADMCKD, ADMCKD1, CD227, MCD, MCKD, MCKD1, PEM, PUM",MUC1,1,155185824,155192916,-1
MYH9,4627,,,,,,2,No,No,No,No,Yes,No,Yes,"DFNA17, EPSTS, FTNS, MHA, NMHC-II-A, NMMHCA",MYH9,22,36281279,36388010,-1
MYO5A,4644,ENST00000399231,NM_000259,ENST00000399231,NM_000259,ONCOGENE,2,Yes,No,No,No,No,No,Yes,"MYH12, MYO5, MYR12",MYO5A,15,52307281,52529132,-1
NAB2,4665,ENST00000300131,NM_005967.3,ENST00000300131,NM_005967.4,ONCOGENE,2,Yes,No,No,No,No,No,Yes,MADER,NAB2,12,57089014,57095476,1
NADK,65220,ENST00000341426,NM_001198993.1,ENST00000341426,NM_001198993.1,ONCOGENE,2,Yes,Yes,No,No,No,No,No,FLJ13052,NADK,1,1751232,1780544,-1
NCOA2,10499,,,,,,2,No,No,No,No,Yes,No,Yes,"KAT13C, NCoA-2, TIF2, bHLHe75",NCOA2,8,70109772,70404191,-1
NCOA4,8031,ENST00000581486,,ENST00000581486,NM_001145263.2,ONCOGENE,2,Yes,No,No,No,No,No,Yes,"ARA70, DKFZp762E1112, ELE1, PTC3, RFG",NCOA4,10,46005085,46030669,-1
NDRG1,10397,,,,,,2,No,No,No,No,Yes,No,Yes,"CAP43, NDR1, RTP, TDD5",NDRG1,8,133237175,133302022,-1
NFATC2,4773,ENST00000396009,NM_173091.3,ENST00000396009,NM_173091.4,ONCOGENE_AND_TSG,2,Yes,No,No,No,No,No,Yes,"NF-ATP, NFAT1, NFATp",NFATC2,20,51386957,51562831,-1
NFE2,4778,ENST00000312156,NM_001136023.2,ENST00000312156,NM_001136023.2,ONCOGENE,2,Yes,No,Yes,No,No,No,No,NF-E2,NFE2,12,54292107,54301259,-1
NFKB2,4791,,,,,,2,No,No,No,No,Yes,No,Yes,"LYT-10, NF-kB2, p49/p100",NFKB2,10,102394110,102402529,1
NIN,51199,,,,,,2,No,No,No,No,Yes,No,Yes,,NIN,14,50719763,50831504,-1
NRG1,3084,ENST00000405005,NM_013964.3,ENST00000405005,NM_013964.3,ONCOGENE,2,Yes,No,No,No,No,No,Yes,"GGF, HGL, NDF, NRG1-IT2",NRG1,8,31639222,32855666,1
NUMA1,4926,,,,,,2,No,No,No,No,Yes,No,Yes,,NUMA1,11,72002860,72080693,-1
PAFAH1B2,5049,,,,,,2,No,No,No,No,Yes,No,Yes,,PAFAH1B2,11,117144284,117176894,1
PAK3,5063,ENST00000262836,NM_001128173,ENST00000262836,NM_001128173,ONCOGENE,2,Yes,No,No,No,Yes,No,No,"MRX30, MRX47, bPAK, hPAK3",PAK3,X,110944285,111227361,1
PAX8,7849,ENST00000263334,NM_003466.3,ENST00000348715,NM_003466.3,ONCOGENE,2,Yes,No,No,No,No,No,Yes,,PAX8,2,113215997,113278921,-1
PBX1,5087,,,,,,2,No,No,No,No,Yes,No,Yes,,PBX1,1,164555584,164899296,1
PCM1,5108,,,,,,2,No,No,No,No,Yes,No,Yes,PTC4,PCM1,8,17922746,18029996,1
PDE4DIP,9659,,,,,,2,No,No,No,No,Yes,No,Yes,"CMYA2, KIAA0454, KIAA0477, MMGL",PDE4DIP,1,148808140,149048286,1
PDS5B,23047,ENST00000315596,NM_015032.3,ENST00000315596,NM_015032.3,TSG,2,Yes,No,Yes,No,No,No,No,"APRIN, AS3, CG008, FLJ23236, KIAA0979",PDS5B,13,32586315,32778022,1
PER1,5187,,,,,,2,No,No,No,No,Yes,No,Yes,"PER, RIGUI",PER1,17,8140467,8156506,-1
PGBD5,79605,ENST00000525115,NM_001258311.1,ENST00000525115,NM_001258311.1,ONCOGENE,2,Yes,Yes,No,No,No,No,No,"DKFZp761A0620, FLJ11413",PGBD5,1,230314490,230426332,-1
PICALM,8301,,,,,,2,No,No,No,No,Yes,No,Yes,CLTH,PICALM,11,85957171,86069882,-1
PIGA,5277,ENST00000333590,NM_002641.3,ENST00000333590,NM_002641.3,TSG,2,Yes,No,Yes,No,No,No,No,GPI3,PIGA,X,15319452,15335554,-1
PIK3C2B,5287,ENST00000367187,NM_002646,ENST00000367187,NM_002646,ONCOGENE,2,Yes,No,No,Yes,No,No,No,"C2-PI3K, PI3K-C2beta",PIK3C2B,1,204422628,204494805,-1
PLAG1,5324,,,,,,2,No,No,No,No,Yes,No,Yes,ZNF912,PLAG1,8,56160909,56211333,-1
POU2AF1,5450,,,,,,2,No,No,No,No,Yes,No,Yes,"BOB1, OBF1",POU2AF1,11,111352255,111455630,-1
PPP2R2A,5520,ENST00000380737,NM_002717.3,ENST00000380737,NM_002717.3,TSG,2,Yes,No,No,Yes,No,No,No,"B55A, B55alpha, PR52A, PR55A, PR55alpha",PPP2R2A,8,26291508,26372680,1
PRCC,5546,ENST00000271526,NM_005973,ENST00000271526,NM_005973,ONCOGENE,2,Yes,No,No,No,No,No,Yes,RCCP1,PRCC,1,156750610,156800817,1
PRDM16,63976,,,,,,2,No,No,No,No,Yes,No,Yes,"KIAA1675, KMT8F, MEL1, MGC166915, PFM13",PRDM16,1,3069168,3438621,1
PRKACA,5566,ENST00000308677,NM_002730.3,ENST00000308677,NM_002730.3,ONCOGENE,2,Yes,No,No,No,No,No,Yes,PKACa,PRKACA,19,14091688,14118084,-1
PRKDC,5591,ENST00000314191,NM_006904.6,ENST00000314191,NM_006904.7,ONCOGENE_AND_TSG,2,Yes,No,No,No,Yes,No,No,"DNA-PKC, DNA-PKcs, DNAPK, DNAPKc, DNPK1, HYRC, HYRC1, XRCC7, p350, p460",PRKDC,8,47773108,47960182,-1
PRRX1,5396,,,,,,2,No,No,No,No,Yes,No,Yes,"PHOX1, PMX1",PRRX1,1,170662728,170739421,1
PSIP1,11168,,,,,,2,No,No,No,No,Yes,No,Yes,"DFS70, LEDGF, PSIP2",PSIP1,9,15464065,15511202,-1
